title,year,genre,director,actors,imdb_rating,imdb_votes,box_office,country,language
Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy",James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista",7.6,"816,421","$389,813,101",United States,English
